recordtime	accelerationX	accelerationY	accelerationZ
2874	-0.03471375	-0.01818848	-1.006546
2875	-0.03399658	-0.01911926	-1.006546
2876	-0.03642273	-0.01741028	-1.006012
2877	-0.03436279	-0.01849365	-1.006882
2878	-0.03538513	-0.01864624	-1.006821
2879	-0.03671265	-0.01942444	-1.006958
2880	-0.03627014	-0.01773071	-1.006622
2881	-0.03475952	-0.01861572	-1.006439
2882	-0.03491211	-0.01916504	-1.007401
2883	-0.03483582	-0.01737976	-1.007187
2884	-0.03541565	-0.01870728	-1.007294
2885	-0.03627014	-0.01846313	-1.005707
2886	-0.0344696	-0.01689148	-1.005981
2887	-0.03562927	-0.01858521	-1.007309
2888	-0.03552246	-0.01722717	-1.006775
2889	-0.0353241	-0.01913452	-1.007355
2890	-0.03511047	-0.01834106	-1.009064
2891	-0.03401184	-0.01687622	-1.005783
2892	-0.03388977	-0.01812744	-1.007248
2893	-0.03475952	-0.01852417	-1.005676
2894	-0.03392029	-0.0181427	-1.006821
2895	-0.03460693	-0.02085876	-1.004425
2896	-0.03359985	-0.0181427	-1.008392
2897	-0.03434753	-0.01811218	-1.006638
2898	-0.03565979	-0.01873779	-1.007812
2899	-0.03294373	-0.01885986	-1.004959
2900	-0.03727722	-0.01731873	-1.00267
2901	-0.03546143	-0.01806641	-1.005783
2902	-0.03617859	-0.01753235	-1.00705
2903	-0.03695679	-0.01863098	-1.006989
2904	-0.03533936	-0.01820374	-1.004364
2905	-0.03285217	-0.01800537	-1.007828
2906	-0.0349884	-0.01847839	-1.007278
2907	-0.03485107	-0.01870728	-1.007553
2908	-0.03520203	-0.01734924	-1.007324
2909	-0.03526306	-0.01750183	-1.004913
2910	-0.03378296	-0.01753235	-1.008575
2911	-0.03546143	-0.01861572	-1.00769
2912	-0.03436279	-0.01844788	-1.006805
2913	-0.03660583	-0.01965332	-1.006973
2914	-0.03479004	-0.01846313	-1.006927
2915	-0.03671265	-0.01895142	-1.005783
2916	-0.03598022	-0.01991272	-1.006744
2917	-0.03463745	-0.01776123	-1.006256
2918	-0.03590393	-0.01779175	-1.006027
2919	-0.03623962	-0.02069092	-1.006073
2920	-0.03591919	-0.01826477	-1.006607
2921	-0.03500366	-0.02052307	-1.005722
2922	-0.03387451	-0.01942444	-1.007004
2923	-0.03387451	-0.02046204	-1.005981
2924	-0.03292847	-0.01948547	-1.006058
2925	-0.03497314	-0.01754761	-1.007416
2926	-0.03387451	-0.01815796	-1.005905
2927	-0.03387451	-0.01895142	-1.008469
2928	-0.03627014	-0.01768494	-1.012024
2929	-0.03562927	-0.01856995	-1.01387
2930	-0.03495789	-0.01760864	-1.011734
2931	-0.03274536	-0.01818848	-1.011169
2932	-0.03453064	-0.01673889	-1.010269
2933	-0.03477478	-0.01789856	-1.008118
2934	-0.0345459	-0.01686096	-1.009216
2935	-0.03347778	-0.01872253	-1.007172
2936	-0.03540039	-0.01922607	-1.007248
2937	-0.03369141	-0.01782227	-1.008286
2938	-0.03736877	-0.01817322	-1.005905
2939	-0.03625488	-0.01734924	-1.008362
2940	-0.03511047	-0.01768494	-1.007889
2941	-0.03323364	-0.02030945	-1.007553
2942	-0.03468323	-0.01985168	-1.006821
2943	-0.03265381	-0.01654053	-1.007019
2944	-0.03482056	-0.01673889	-1.007919
2945	-0.03459167	-0.01904297	-1.009369
2946	-0.0337677	-0.01799011	-1.007309
2947	-0.03514099	-0.01846313	-1.008545
2948	-0.03569031	-0.01824951	-1.007416
2949	-0.03385925	-0.01745605	-1.008667
2950	-0.03425598	-0.01931763	-1.007355
2951	-0.03390503	-0.01956177	-1.006226
2952	-0.03535461	-0.01896667	-1.007889
2953	-0.03611755	-0.01737976	-1.007996
2954	-0.03497314	-0.01780701	-1.006485
2955	-0.03405762	-0.01811218	-1.006699
2956	-0.03483582	-0.01844788	-1.006714
2957	-0.03388977	-0.01824951	-1.006729
2958	-0.03573608	-0.01823425	-1.005539
2959	-0.0344696	-0.01826477	-1.006561
2960	-0.03466797	-0.01623535	-1.007217
2961	-0.03471375	-0.01795959	-1.007629
2962	-0.03442383	-0.01887512	-1.007416
2963	-0.03556824	-0.01896667	-1.00708
2964	-0.03535461	-0.01774597	-1.008148
2965	-0.03729248	-0.01911926	-1.006546
2966	-0.03315735	-0.01708984	-1.008011
2967	-0.03517151	-0.01922607	-1.005005
2968	-0.03366089	-0.01928711	-1.007919
2969	-0.03427124	-0.0184021	-1.008698
2970	-0.0357666	-0.01867676	-1.005753
2971	-0.03474426	-0.01853943	-1.005905
2972	-0.03349304	-0.01928711	-1.007614
2973	-0.03294373	-0.01782227	-1.007507
2974	-0.03608704	-0.01872253	-1.006439
2975	-0.03463745	-0.01805115	-1.007294
2976	-0.03430176	-0.01808167	-1.005951
2977	-0.03823853	-0.01998901	-1.006592
2978	-0.03457642	-0.01794434	-1.005585
2979	-0.03405762	-0.01802063	-1.007751
2980	-0.0353241	-0.01986694	-1.007904
2981	-0.03414917	-0.01951599	-1.006805
2982	-0.0353241	-0.01861572	-1.006409
2983	-0.03729248	-0.01985168	-1.005768
2984	-0.03474426	-0.01931763	-1.007309
2985	-0.03695679	-0.01829529	-1.00853
2986	-0.03520203	-0.01828003	-1.007553
2987	-0.03573608	-0.01899719	-1.010727
2988	-0.03575134	-0.01731873	-1.013855
2989	-0.03669739	-0.01957703	-1.013733
2990	-0.03405762	-0.01751709	-1.013474
2991	-0.03450012	-0.01782227	-1.009781
2992	-0.03239441	-0.0181427	-1.011017
2993	-0.0342865	-0.01701355	-1.009933
2994	-0.0353241	-0.01774597	-1.009155
2995	-0.03358459	-0.01852417	-1.00676
2996	-0.0355072	-0.01687622	-1.00499
2997	-0.03292847	-0.01831055	-1.006744
2998	-0.03509521	-0.01937866	-1.009109
2999	-0.03518677	-0.01872253	-1.007187
3000	-0.03346252	-0.01927185	-1.007278
3001	-0.03364563	-0.01925659	-1.00795
3002	-0.03462219	-0.01766968	-1.009262
3003	-0.03407288	-0.01739502	-1.00679
3004	-0.03475952	-0.01828003	-1.006927
3005	-0.03355408	-0.01818848	-1.006577
3006	-0.03610229	-0.01808167	-1.009308
3007	-0.03445435	-0.01661682	-1.006866
3008	-0.03302002	-0.01846313	-1.006042
3009	-0.03659058	-0.01976013	-1.008362
3010	-0.03190613	-0.01783752	-1.007065
3011	-0.03367615	-0.01867676	-1.007706
3012	-0.03511047	-0.01916504	-1.008499
3013	-0.03521729	-0.01780701	-1.005859
3014	-0.03347778	-0.01803589	-1.006439
3015	-0.03372192	-0.01855469	-1.005432
3016	-0.03474426	-0.01783752	-1.008316
3017	-0.03248596	-0.01965332	-1.006607
3018	-0.03271484	-0.01913452	-1.006454
3019	-0.03370667	-0.01789856	-1.006653
3020	-0.03437805	-0.01791382	-1.005783
3021	-0.03486633	-0.0189209	-1.005875
3022	-0.03385925	-0.01992798	-1.006393
3023	-0.03456116	-0.01916504	-1.006699
3024	-0.03367615	-0.0198822	-1.00647
3025	-0.03337097	-0.01998901	-1.005737
3026	-0.03561401	-0.01895142	-1.005356
3027	-0.03468323	-0.01785278	-1.00618
3028	-0.03715515	-0.02102661	-1.005676
3029	-0.03552246	-0.01922607	-1.005081
3030	-0.0349884	-0.01829529	-1.006256
3031	-0.03469849	-0.01954651	-1.00592
3032	-0.03309631	-0.01956177	-1.006805
3033	-0.03445435	-0.01794434	-1.00798
3034	-0.03483582	-0.01922607	-1.005997
3035	-0.03353882	-0.01737976	-1.005829
3036	-0.03652954	-0.01925659	-1.006119
3037	-0.03462219	-0.01791382	-1.006882
3038	-0.03437805	-0.01945496	-1.007034
3039	-0.03517151	-0.01940918	-1.006592
3040	-0.034729	-0.01913452	-1.006958
3041	-0.03547668	-0.01712036	-1.005875
3042	-0.03622437	-0.01858521	-1.004639
3043	-0.03448486	-0.01876831	-1.005646
3044	-0.0348053	-0.01768494	-1.005417
3045	-0.03375244	-0.01858521	-1.006638
3046	-0.03338623	-0.01907349	-1.007614
3047	-0.03442383	-0.01956177	-1.00705
3048	-0.03491211	-0.01939392	-1.01152
3049	-0.03590393	-0.01876831	-1.009186
3050	-0.03392029	-0.0171051	-1.00795
3051	-0.03512573	-0.01742554	-1.006744
3052	-0.03575134	-0.0194397	-1.006348
3053	-0.03462219	-0.01681519	-1.007095
3054	-0.03425598	-0.01890564	-1.007339
3055	-0.03521729	-0.01763916	-1.005829
3056	-0.03596497	-0.01901245	-1.006531
3057	-0.0322113	-0.01919556	-1.006363
3058	-0.03417969	-0.01806641	-1.006805
3059	-0.03425598	-0.01803589	-1.007919
3060	-0.03352356	-0.01849365	-1.006866
3061	-0.03471375	-0.01760864	-1.008575
3062	-0.03485107	-0.01803589	-1.006546
3063	-0.03604126	-0.01811218	-1.007248
3064	-0.0337677	-0.01881409	-1.005127
3065	-0.03401184	-0.01765442	-1.005737
3066	-0.03495789	-0.01815796	-1.007339
3067	-0.03630066	-0.01828003	-1.007462
3068	-0.03651428	-0.01864624	-1.006927
3069	-0.03253174	-0.01904297	-1.005096
3070	-0.03488159	-0.01924133	-1.007401
3071	-0.03421021	-0.01789856	-1.006668
3072	-0.03518677	-0.0186615	-1.006851
3073	-0.03514099	-0.01702881	-1.007584
3074	-0.03407288	-0.01724243	-1.00679
3075	-0.03421021	-0.01895142	-1.006409
3076	-0.03544617	-0.01901245	-1.007645
3077	-0.03207397	-0.01971436	-1.006607
3078	-0.03569031	-0.01925659	-1.0065
3079	-0.03541565	-0.01885986	-1.005783
3080	-0.03656006	-0.01783752	-1.008957
3081	-0.03515625	-0.01925659	-1.007523
3082	-0.03492737	-0.01832581	-1.007568
3083	-0.03379822	-0.01893616	-1.006546
3084	-0.03465271	-0.01712036	-1.005615
3085	-0.03372192	-0.01901245	-1.005646
3086	-0.03295898	-0.01846313	-1.004776
3087	-0.03553772	-0.01753235	-1.00531
3088	-0.03491211	-0.01826477	-1.007187
3089	-0.03623962	-0.01853943	-1.008911
3090	-0.0348053	-0.01779175	-1.006973
3091	-0.03451538	-0.01905823	-1.006104
3092	-0.03317261	-0.01829529	-1.005661
3093	-0.03491211	-0.01849365	-1.006119
3094	-0.03335571	-0.01785278	-1.006012
3095	-0.03471375	-0.01757812	-1.006683
3096	-0.03512573	-0.01924133	-1.006378
3097	-0.03485107	-0.01792908	-1.004929
3098	-0.03495789	-0.01797485	-1.006546
3099	-0.0365448	-0.0188446	-1.007294
3100	-0.03497314	-0.0193634	-1.00528
3101	-0.03334045	-0.01956177	-1.004288
3102	-0.03486633	-0.01713562	-1.008087
3103	-0.03533936	-0.01899719	-1.007202
3104	-0.03387451	-0.01939392	-1.006485
3105	-0.03536987	-0.01823425	-1.005859
3106	-0.03529358	-0.01779175	-1.004288
3107	-0.03562927	-0.01747131	-1.00946
3108	-0.03559875	-0.0160675	-1.006699
3109	-0.03436279	-0.01863098	-1.006866
3110	-0.03610229	-0.01896667	-1.006821
3111	-0.036026	-0.01753235	-1.005386
3112	-0.03474426	-0.01811218	-1.00592
3113	-0.03648376	-0.01835632	-1.006271
3114	-0.03343201	-0.01802063	-1.006424
3115	-0.03465271	-0.01800537	-1.00502
3116	-0.03335571	-0.01919556	-1.006485
3117	-0.03552246	-0.0171051	-1.007462
3118	-0.03799438	-0.01811218	-1.006699
3119	-0.03479004	-0.01896667	-1.007126
3120	-0.03530884	-0.01965332	-1.006485
3121	-0.03587341	-0.01860046	-1.007126
3122	-0.03388977	-0.01754761	-1.008224
3123	-0.03457642	-0.01741028	-1.007202
3124	-0.03302002	-0.01832581	-1.006668
3125	-0.03486633	-0.01800537	-1.005066
3126	-0.03469849	-0.01939392	-1.008255
3127	-0.03555298	-0.0196991	-1.00708
3128	-0.03633118	-0.01824951	-1.006058
3129	-0.0348053	-0.01849365	-1.008163
3130	-0.03381348	-0.0196228	-1.006729
3131	-0.03607178	-0.01876831	-1.00647
3132	-0.03565979	-0.01899719	-1.006317
3133	-0.03335571	-0.01777649	-1.0065
3134	-0.03565979	-0.01901245	-1.005829
3135	-0.0355835	-0.01716614	-1.006989
3136	-0.0332489	-0.01811218	-1.00737
3137	-0.03474426	-0.01994324	-1.006027
3138	-0.03630066	-0.01782227	-1.007706
3139	-0.03427124	-0.0189209	-1.007034
3140	-0.03413391	-0.01986694	-1.006363
3141	-0.03669739	-0.0173645	-1.007141
3142	-0.03398132	-0.01785278	-1.004349
3143	-0.03507996	-0.01979065	-1.006714
3144	-0.03614807	-0.0189209	-1.005997
3145	-0.03363037	-0.01829529	-1.005829
3146	-0.03555298	-0.01760864	-1.004364
3147	-0.03411865	-0.01821899	-1.006317
3148	-0.034729	-0.01748657	-1.00798
3149	-0.03541565	-0.01942444	-1.005447
3150	-0.0357666	-0.01983643	-1.007263
3151	-0.03633118	-0.01719666	-1.006195
3152	-0.0344696	-0.01806641	-1.007416
3153	-0.03582764	-0.01768494	-1.008347
3154	-0.03346252	-0.01789856	-1.006195
3155	-0.03248596	-0.01832581	-1.006226
3156	-0.03416443	-0.01953125	-1.00705
3157	-0.03497314	-0.01849365	-1.006912
3158	-0.03424072	-0.01994324	-1.006989
3159	-0.03242493	-0.01679993	-1.007401
3160	-0.03384399	-0.01899719	-1.006516
3161	-0.03544617	-0.019104	-1.005112
3162	-0.03335571	-0.01928711	-1.006287
3163	-0.0355835	-0.01846313	-1.00766
3164	-0.03540039	-0.01809692	-1.006485
3165	-0.03523254	-0.01708984	-1.00705
3166	-0.03448486	-0.01802063	-1.006729
3167	-0.0377655	-0.01927185	-1.007416
3168	-0.03334045	-0.01834106	-1.009949
3169	-0.03466797	-0.01904297	-1.01001
3170	-0.03631592	-0.01927185	-1.007233
3171	-0.03526306	-0.01919556	-1.008789
3172	-0.03523254	-0.01751709	-1.007553
3173	-0.03512573	-0.01855469	-1.008484
3174	-0.03469849	-0.01861572	-1.006058
3175	-0.03538513	-0.01785278	-1.007599
3176	-0.03422546	-0.01776123	-1.007507
3177	-0.03414917	-0.01782227	-1.006516
3178	-0.03468323	-0.01618958	-1.005325
3179	-0.03361511	-0.01847839	-1.008041
3180	-0.03578186	-0.02011108	-1.006454
3181	-0.03471375	-0.01815796	-1.006271
3182	-0.03483582	-0.0177002	-1.006073
3183	-0.03578186	-0.01817322	-1.008514
3184	-0.03469849	-0.01782227	-1.006714
3185	-0.03507996	-0.01683044	-1.00708
3186	-0.03271484	-0.01998901	-1.006866
3187	-0.03646851	-0.01695251	-1.008865
3188	-0.03562927	-0.01828003	-1.00795
3189	-0.03375244	-0.01712036	-1.007263
3190	-0.03555298	-0.01957703	-1.007034
3191	-0.03421021	-0.01826477	-1.007919
3192	-0.0358429	-0.01899719	-1.006714
3193	-0.03572083	-0.02009583	-1.006714
3194	-0.03530884	-0.01794434	-1.006226
3195	-0.03436279	-0.016922	-1.007156
3196	-0.03488159	-0.01843262	-1.006516
3197	-0.03552246	-0.02041626	-1.007492
3198	-0.034729	-0.01931763	-1.008087
3199	-0.03572083	-0.01867676	-1.007355
3200	-0.03465271	-0.01774597	-1.005768
3201	-0.03562927	-0.01831055	-1.005615
3202	-0.03570557	-0.02052307	-1.006805
3203	-0.03559875	-0.01927185	-1.006927
3204	-0.03569031	-0.01878357	-1.007324
3205	-0.0355072	-0.0196991	-1.004517
3206	-0.03263855	-0.0181427	-1.007904
3207	-0.03659058	-0.01864624	-1.007538
3208	-0.03642273	-0.01760864	-1.007217
3209	-0.03623962	-0.0209198	-1.009323
3210	-0.03689575	-0.01741028	-1.011215
3211	-0.03338623	-0.01792908	-1.01236
3212	-0.03456116	-0.01823425	-1.012161
3213	-0.03363037	-0.01805115	-1.011292
3214	-0.0315094	-0.01776123	-1.009369
3215	-0.03225708	-0.01824951	-1.008011
3216	-0.03321838	-0.01817322	-1.005997
3217	-0.03338623	-0.01786804	-1.006638
3218	-0.03370667	-0.01945496	-1.008286
3219	-0.03475952	-0.01612854	-1.007019
3220	-0.03410339	-0.0174408	-1.006683
3221	-0.03337097	-0.01893616	-1.007751
3222	-0.03546143	-0.02061462	-1.006195
3223	-0.03392029	-0.01823425	-1.006836
3224	-0.03457642	-0.01956177	-1.005173
3225	-0.03610229	-0.01879883	-1.006912
3226	-0.0337677	-0.01849365	-1.006607
3227	-0.03408813	-0.01963806	-1.008392
3228	-0.03346252	-0.0176239	-1.012054
3229	-0.03540039	-0.01815796	-1.008896
3230	-0.0349884	-0.01831055	-1.009033
3231	-0.03173828	-0.01864624	-1.009216
3232	-0.03495789	-0.01823425	-1.007111
3233	-0.03359985	-0.01797485	-1.007111
3234	-0.03649902	-0.01757812	-1.006287
3235	-0.03355408	-0.01832581	-1.007141
3236	-0.03491211	-0.02008057	-1.006042
3237	-0.03663635	-0.01728821	-1.007355
3238	-0.0349884	-0.0178833	-1.006042
3239	-0.0345459	-0.01976013	-1.008179
3240	-0.03416443	-0.01797485	-1.007568
3241	-0.03407288	-0.01950073	-1.009109
3242	-0.03475952	-0.01921082	-1.008331
3243	-0.03410339	-0.01956177	-1.006989
3244	-0.03701782	-0.01860046	-1.009079
3245	-0.03504944	-0.01745605	-1.008484
3246	-0.03469849	-0.01971436	-1.008011
3247	-0.03585815	-0.02056885	-1.0065
3248	-0.03430176	-0.02023315	-1.00618
3249	-0.03448486	-0.01605225	-1.008438
3250	-0.0369873	-0.02041626	-1.006409
3251	-0.03570557	-0.01794434	-1.006012
3252	-0.03457642	-0.01893616	-1.005798
3253	-0.03379822	-0.01707458	-1.007019
3254	-0.03297424	-0.01927185	-1.005783
3255	-0.03581238	-0.01826477	-1.007126
3256	-0.03485107	-0.01802063	-1.007034
3257	-0.03469849	-0.01794434	-1.006546
3258	-0.03578186	-0.01693726	-1.005341
3259	-0.03575134	-0.02050781	-1.006607
3260	-0.03483582	-0.01753235	-1.006775
3261	-0.03637695	-0.02024841	-1.007202
3262	-0.03475952	-0.0171814	-1.005249
3263	-0.03372192	-0.01852417	-1.006836
3264	-0.03437805	-0.01803589	-1.007767
3265	-0.0357666	-0.01766968	-1.007111
3266	-0.03294373	-0.02005005	-1.006775
3267	-0.03549194	-0.01794434	-1.006546
3268	-0.03395081	-0.0194397	-1.007309
3269	-0.03370667	-0.02105713	-1.006958
3270	-0.03421021	-0.01953125	-1.005035
3271	-0.03608704	-0.01647949	-1.008209
3272	-0.03424072	-0.01889038	-1.007523
3273	-0.03370667	-0.01712036	-1.00528
3274	-0.03471375	-0.01748657	-1.00621
3275	-0.03425598	-0.01831055	-1.006409
3276	-0.03552246	-0.01965332	-1.00563
3277	-0.0355835	-0.01731873	-1.0065
3278	-0.03544617	-0.01701355	-1.005569
3279	-0.03692627	-0.01803589	-1.0056
3280	-0.03520203	-0.01737976	-1.005676
3281	-0.03692627	-0.01722717	-1.00679
3282	-0.03366089	-0.01797485	-1.006271
3283	-0.03489685	-0.01823425	-1.004623
3284	-0.03500366	-0.01867676	-1.007248
3285	-0.03648376	-0.01800537	-1.007523
3286	-0.0345459	-0.01690674	-1.006699
3287	-0.03605652	-0.01896667	-1.009323
3288	-0.03388977	-0.01799011	-1.011902
3289	-0.03689575	-0.0178833	-1.01181
3290	-0.03349304	-0.01823425	-1.009918
3291	-0.03330994	-0.02015686	-1.006531
3292	-0.03488159	-0.01785278	-1.008148
3293	-0.03466797	-0.02009583	-1.006912
3294	-0.03593445	-0.01760864	-1.007416
3295	-0.03588867	-0.01675415	-1.006378
3296	-0.0350647	-0.01763916	-1.00676
3297	-0.0345459	-0.01885986	-1.007767
3298	-0.03668213	-0.01856995	-1.004974
3299	-0.03625488	-0.01889038	-1.008179
3300	-0.03656006	-0.01887512	-1.008652
3301	-0.03321838	-0.02120972	-1.006805
3302	-0.03585815	-0.01803589	-1.008911
3303	-0.03283691	-0.01681519	-1.007095
3304	-0.03582764	-0.01721191	-1.007339
3305	-0.03347778	-0.01864624	-1.007126
3306	-0.03616333	-0.0196228	-1.006805
3307	-0.03582764	-0.0191803	-1.006821
3308	-0.03347778	-0.0189209	-1.007034
3309	-0.03588867	-0.01797485	-1.006516
3310	-0.03445435	-0.01795959	-1.007751
3311	-0.03564453	-0.01853943	-1.00528
3312	-0.03457642	-0.01934814	-1.007721
3313	-0.0353241	-0.02062988	-1.009033
3314	-0.03305054	-0.0196228	-1.006027
3315	-0.03436279	-0.01817322	-1.008484
3316	-0.03431702	-0.01739502	-1.008072
3317	-0.03553772	-0.0174408	-1.005783
3318	-0.03564453	-0.01994324	-1.006699
3319	-0.03509521	-0.01989746	-1.005859
3320	-0.03526306	-0.01766968	-1.006042
3321	-0.03355408	-0.01780701	-1.007721
3322	-0.03404236	-0.01669312	-1.006439
3323	-0.03530884	-0.0191803	-1.008011
3324	-0.03315735	-0.01924133	-1.008026
3325	-0.03466797	-0.01841736	-1.006683
3326	-0.03556824	-0.01968384	-1.006607
3327	-0.03477478	-0.01908875	-1.006073
3328	-0.03479004	-0.0193634	-1.006638
3329	-0.0350647	-0.01881409	-1.006393
3330	-0.03385925	-0.01934814	-1.006775
3331	-0.03630066	-0.0194397	-1.006729
3332	-0.03511047	-0.01904297	-1.005981
3333	-0.03633118	-0.0196228	-1.006927
3334	-0.03451538	-0.01809692	-1.00676
3335	-0.03479004	-0.01979065	-1.007401
3336	-0.03614807	-0.01849365	-1.006287
3337	-0.03578186	-0.01927185	-1.005966
3338	-0.03562927	-0.02037048	-1.008179
3339	-0.03379822	-0.01751709	-1.007004
3340	-0.03468323	-0.01802063	-1.008331
3341	-0.03569031	-0.02076721	-1.006439
3342	-0.03315735	-0.01806641	-1.007278
3343	-0.03622437	-0.01765442	-1.008011
3344	-0.03704834	-0.02017212	-1.005615
3345	-0.03387451	-0.01715088	-1.006378
3346	-0.03416443	-0.01789856	-1.00618
3347	-0.03581238	-0.01922607	-1.008942
3348	-0.0355072	-0.01795959	-1.013107
3349	-0.03565979	-0.01870728	-1.014984
3350	-0.03674316	-0.01838684	-1.013092
3351	-0.03610229	-0.01660156	-1.013
3352	-0.03408813	-0.01846313	-1.012054
3353	-0.03372192	-0.01672363	-1.010117
3354	-0.03239441	-0.01876831	-1.009842
3355	-0.03320312	-0.01687622	-1.008972
3356	-0.03382874	-0.019104	-1.007645
3357	-0.03407288	-0.01785278	-1.006516
3358	-0.03555298	-0.01853943	-1.005585
3359	-0.03283691	-0.01934814	-1.007507
3360	-0.03555298	-0.01878357	-1.008514
3361	-0.03529358	-0.01852417	-1.007187
3362	-0.03627014	-0.01785278	-1.006393
3363	-0.03323364	-0.01782227	-1.009048
3364	-0.03572083	-0.01855469	-1.007141
3365	-0.03343201	-0.01983643	-1.008804
3366	-0.03234863	-0.01925659	-1.007553
3367	-0.03479004	-0.01843262	-1.006836
3368	-0.03627014	-0.01760864	-1.007172
3369	-0.03523254	-0.01879883	-1.00737
3370	-0.03601074	-0.01876831	-1.008316
3371	-0.03396606	-0.01771545	-1.007874
3372	-0.0340271	-0.01855469	-1.007553
3373	-0.03399658	-0.01853943	-1.006348
3374	-0.03309631	-0.01989746	-1.00737
3375	-0.03594971	-0.01860046	-1.0056
3376	-0.03556824	-0.01655579	-1.007004
3377	-0.03375244	-0.01719666	-1.006424
3378	-0.03817749	-0.01878357	-1.006241
3379	-0.03372192	-0.01972961	-1.008347
3380	-0.03503418	-0.01890564	-1.006363
3381	-0.03413391	-0.01861572	-1.00827
3382	-0.03594971	-0.01940918	-1.008133
3383	-0.03318787	-0.01861572	-1.008942
3384	-0.03538513	-0.01670837	-1.003296
3385	-0.03469849	-0.01773071	-1.006165
3386	-0.03620911	-0.01829529	-1.006775
3387	-0.03504944	-0.01826477	-1.006668
3388	-0.03419495	-0.01934814	-1.007599
3389	-0.03417969	-0.01956177	-1.006073
3390	-0.03825378	-0.01832581	-1.007309
3391	-0.03390503	-0.0181427	-1.006317
3392	-0.03579712	-0.02058411	-1.007126
3393	-0.03427124	-0.02035522	-1.006866
3394	-0.03471375	-0.01930237	-1.008179
3395	-0.03596497	-0.01756287	-1.008682
3396	-0.03373718	-0.0181427	-1.005234
3397	-0.03451538	-0.01806641	-1.006577
3398	-0.03422546	-0.01945496	-1.006393
3399	-0.03610229	-0.01837158	-1.004593
3400	-0.03445435	-0.01812744	-1.005997
3401	-0.03352356	-0.0189209	-1.010315
3402	-0.03390503	-0.01828003	-1.016022
3403	-0.03627014	-0.01885986	-1.013611
3404	-0.03573608	-0.01846313	-1.012192
3405	-0.03585815	-0.01852417	-1.010971
3406	-0.034729	-0.01731873	-1.00972
3407	-0.03570557	-0.01757812	-1.010757
3408	-0.03523254	-0.01847839	-1.007675
3409	-0.03497314	-0.02020264	-1.008148
3410	-0.03373718	-0.01905823	-1.008316
3411	-0.03251648	-0.01994324	-1.006775
3412	-0.03681946	-0.01913452	-1.006561
3413	-0.03370667	-0.01724243	-1.006454
3414	-0.03373718	-0.01882935	-1.007477
3415	-0.03460693	-0.01856995	-1.00827
3416	-0.03448486	-0.01922607	-1.006516
3417	-0.03507996	-0.01956177	-1.007523
3418	-0.03450012	-0.02009583	-1.009064
3419	-0.03540039	-0.01927185	-1.007217
3420	-0.03442383	-0.01907349	-1.006973
3421	-0.036026	-0.01828003	-1.007492
3422	-0.03572083	-0.01976013	-1.00708
3423	-0.03450012	-0.01901245	-1.007538
3424	-0.03434753	-0.01828003	-1.008286
3425	-0.03234863	-0.01806641	-1.006485
3426	-0.03436279	-0.01829529	-1.007385
3427	-0.03205872	-0.01725769	-1.005661
3428	-0.03514099	-0.02030945	-1.005875
3429	-0.03353882	-0.01805115	-1.005219
3430	-0.03315735	-0.01890564	-1.00563
3431	-0.03459167	-0.01942444	-1.008026
3432	-0.03727722	-0.01893616	-1.004868
3433	-0.03431702	-0.01724243	-1.006714
3434	-0.03379822	-0.01782227	-1.006409
3435	-0.03424072	-0.01879883	-1.00618
3436	-0.03514099	-0.01759338	-1.00676
3437	-0.03492737	-0.01698303	-1.00589
3438	-0.03469849	-0.0181427	-1.006256
3439	-0.0358429	-0.01855469	-1.006775
3440	-0.034729	-0.0181427	-1.006424
3441	-0.03636169	-0.01742554	-1.007446
3442	-0.03405762	-0.01864624	-1.006882
3443	-0.03382874	-0.01881409	-1.005646
3444	-0.03552246	-0.01774597	-1.006836
3445	-0.03482056	-0.01931763	-1.006714
3446	-0.03182983	-0.01792908	-1.007065
3447	-0.03422546	-0.0184021	-1.006271
3448	-0.03425598	-0.01889038	-1.005264
3449	-0.03610229	-0.01812744	-1.007355
3450	-0.03509521	-0.01731873	-1.005875
3451	-0.03453064	-0.01835632	-1.004852
3452	-0.03390503	-0.01782227	-1.005646
3453	-0.03430176	-0.01982117	-1.006882
3454	-0.03656006	-0.01785278	-1.006348
3455	-0.03747559	-0.01873779	-1.006226
3456	-0.03392029	-0.01870728	-1.006638
3457	-0.03517151	-0.01795959	-1.007477
3458	-0.0355835	-0.02023315	-1.008255
3459	-0.0337677	-0.01690674	-1.006424
3460	-0.03741455	-0.0184021	-1.009399
3461	-0.03405762	-0.01728821	-1.006271
3462	-0.03488159	-0.01797485	-1.007263
3463	-0.03390503	-0.0178833	-1.006546
3464	-0.03544617	-0.02000427	-1.004181
3465	-0.03379822	-0.01928711	-1.007462
3466	-0.03491211	-0.01777649	-1.007416
3467	-0.03501892	-0.01721191	-1.006088
3468	-0.03451538	-0.01974487	-1.009842
3469	-0.03283691	-0.01893616	-1.007584
3470	-0.03594971	-0.019104	-1.007324
3471	-0.03520203	-0.01745605	-1.007416
3472	-0.03387451	-0.01832581	-1.006897
3473	-0.03504944	-0.02073669	-1.008377
3474	-0.03388977	-0.01751709	-1.006821
3475	-0.0344696	-0.01739502	-1.007065
3476	-0.03701782	-0.02032471	-1.006149
3477	-0.03431702	-0.01841736	-1.003845
3478	-0.03401184	-0.01792908	-1.006409
3479	-0.03431702	-0.01919556	-1.00853
3480	-0.03540039	-0.0186615	-1.006897
3481	-0.03652954	-0.01850891	-1.006851
